audit_type,form,collection,node_key,label,kind,value_keys,notes
EBP,KBA-502,RelevantAssertion,RelevantAssertion.AR.EO,EO - Existence/Occurrence,assertion,,
EBP,KBA-502,RelevantAssertion,RelevantAssertion.AR.RO,RO - Rights/Obligations,assertion,,
EBP,KBA-502,RelevantAssertion,RelevantAssertion.AR.CO,CO - Completeness,assertion,,
EBP,KBA-502,RelevantAssertion,RelevantAssertion.AR.AV,AV - Accuracy/Valuation,assertion,,
EBP,KBA-502,RelevantAssertion,RelevantAssertion.AR.CU,CU - Cutoff,assertion,,
EBP,KBA-502,RelevantAssertion,RelevantAssertion.AR.UC,UC - Classification/Understandability,assertion,,
EBP,KBA-502,AssertionLevelRisk,AssertionLevelRisk.AR,Contributions Received and Receivable - 502 specific-risk (assertion-level) section,section,,
EBP,AUD-100,OverAllTailoringQuestions,AuditAreas.OTHASSET,Other Assets/Deposits/Reserves/Operating Assets - audit area selected,area_select,OTHASSET,category=balance
EBP,KBA-400,Scoping,Scoping.OTHASSET,Other Assets/Deposits/Reserves/Operating Assets scoping row,row,,
EBP,KBA-400,Scoping,Scoping.OTHASSET.SigClassTans,Sig class of transactions?,toggle,NOTDASH;DASH,
EBP,KBA-400,Scoping,Scoping.OTHASSET.MaterialAccount,Material/sig account?,toggle,NOTDASH;DASH,
EBP,KBA-400,Scoping,Scoping.OTHASSET.SigDisclosure,Sig disclosure?,toggle,NOTDASH;DASH,
EBP,KBA-400,Scoping,Scoping.OTHASSET.SigAcctEst,Sig accounting estimate?,toggle,NOTDASH;DASH,
EBP,KBA-400,Scoping,Scoping.OTHASSET.SigFraudRisk,Sig fraud risk?,toggle,NOTDASH;DASH,
EBP,KBA-400,Scoping,Scoping.OTHASSET.substantivetesting,Substantive testing planned?,toggle,NOTDASH;DASH,
EBP,KBA-400,AuditareaRelevantAssertions,AuditareaRelevantAssertions.OTHASSET,Other Assets/Deposits/Reserves/Operating Assets relevant assertions,row,EO;RO;CO;AV;CU;UC,
EBP,KBA-400,SigDisclosures,SigDisclosures.OTHASSET,Other Assets/Deposits/Reserves/Operating Assets significant disclosures,row,,
EBP,KBA-400,RiskRelatedSpecificrisks,RiskRelatedSpecificrisks.OTHASSET,Other Assets/Deposits/Reserves/Operating Assets risk-related specific risks,row,,
EBP,AUD-8xx,program,program.OTHASSET,Other Assets/Deposits/Reserves/Operating Assets audit program (AUD-804),program,,
EBP,KBA-502,RelevantAssertion,RelevantAssertion.OTHASSET,Other Assets/Deposits/Reserves/Operating Assets - 502 relevant-assertion risk section,section,,category=balance
EBP,KBA-502,RelevantAssertion,RelevantAssertion.OTHASSET.EO,EO - Existence/Occurrence,assertion,,
EBP,KBA-502,RelevantAssertion,RelevantAssertion.OTHASSET.RO,RO - Rights/Obligations,assertion,,
EBP,KBA-502,RelevantAssertion,RelevantAssertion.OTHASSET.CO,CO - Completeness,assertion,,
EBP,KBA-502,RelevantAssertion,RelevantAssertion.OTHASSET.AV,AV - Accuracy/Valuation,assertion,,
EBP,KBA-502,RelevantAssertion,RelevantAssertion.OTHASSET.CU,CU - Cutoff,assertion,,
EBP,KBA-502,RelevantAssertion,RelevantAssertion.OTHASSET.UC,UC - Classification/Understandability,assertion,,
EBP,KBA-502,AssertionLevelRisk,AssertionLevelRisk.OTHASSET,Other Assets/Deposits/Reserves/Operating Assets - 502 specific-risk (assertion-level) section,section,,
EBP,AUD-100,OverAllTailoringQuestions,AuditAreas.PARTICIPANTNOTES,Participant Notes Receivable - audit area selected,area_select,PARTICIPANTNOTES,category=balance
EBP,KBA-400,Scoping,Scoping.PARTICIPANTNOTES,Participant Notes Receivable scoping row,row,,
EBP,KBA-400,Scoping,Scoping.PARTICIPANTNOTES.SigClassTans,Sig class of transactions?,toggle,NOTDASH;DASH,
EBP,KBA-400,Scoping,Scoping.PARTICIPANTNOTES.MaterialAccount,Material/sig account?,toggle,NOTDASH;DASH,
EBP,KBA-400,Scoping,Scoping.PARTICIPANTNOTES.SigDisclosure,Sig disclosure?,toggle,NOTDASH;DASH,
EBP,KBA-400,Scoping,Scoping.PARTICIPANTNOTES.SigAcctEst,Sig accounting estimate?,toggle,NOTDASH;DASH,
EBP,KBA-400,Scoping,Scoping.PARTICIPANTNOTES.SigFraudRisk,Sig fraud risk?,toggle,NOTDASH;DASH,
EBP,KBA-400,Scoping,Scoping.PARTICIPANTNOTES.substantivetesting,Substantive testing planned?,toggle,NOTDASH;DASH,
EBP,KBA-400,AuditareaRelevantAssertions,AuditareaRelevantAssertions.PARTICIPANTNOTES,Participant Notes Receivable relevant assertions,row,EO;RO;CO;AV;CU;UC,
EBP,KBA-400,SigDisclosures,SigDisclosures.PARTICIPANTNOTES,Participant Notes Receivable significant disclosures,row,,
EBP,KBA-400,RiskRelatedSpecificrisks,RiskRelatedSpecificrisks.PARTICIPANTNOTES,Participant Notes Receivable risk-related specific risks,row,,
EBP,AUD-8xx,program,program.PARTICIPANTNOTES,Participant Notes Receivable audit program (AUD-805),program,,
EBP,KBA-502,RelevantAssertion,RelevantAssertion.PARTICIPANTNOTES,Participant Notes Receivable - 502 relevant-assertion risk section,section,,category=balance
EBP,KBA-502,RelevantAssertion,RelevantAssertion.PARTICIPANTNOTES.EO,EO - Existence/Occurrence,assertion,,
EBP,KBA-502,RelevantAssertion,RelevantAssertion.PARTICIPANTNOTES.RO,RO - Rights/Obligations,assertion,,
EBP,KBA-502,RelevantAssertion,RelevantAssertion.PARTICIPANTNOTES.CO,CO - Completeness,assertion,,
EBP,KBA-502,RelevantAssertion,RelevantAssertion.PARTICIPANTNOTES.AV,AV - Accuracy/Valuation,assertion,,
EBP,KBA-502,RelevantAssertion,RelevantAssertion.PARTICIPANTNOTES.CU,CU - Cutoff,assertion,,
EBP,KBA-502,RelevantAssertion,RelevantAssertion.PARTICIPANTNOTES.UC,UC - Classification/Understandability,assertion,,
EBP,KBA-502,AssertionLevelRisk,AssertionLevelRisk.PARTICIPANTNOTES,Participant Notes Receivable - 502 specific-risk (assertion-level) section,section,,
EBP,AUD-100,OverAllTailoringQuestions,AuditAreas.AP,Accounts Payable & Purchases - audit area selected,area_select,AP,category=balance
EBP,KBA-400,Scoping,Scoping.AP,Accounts Payable & Purchases scoping row,row,,
EBP,KBA-400,Scoping,Scoping.AP.SigClassTans,Sig class of transactions?,toggle,NOTDASH;DASH,
EBP,KBA-400,Scoping,Scoping.AP.MaterialAccount,Material/sig account?,toggle,NOTDASH;DASH,
EBP,KBA-400,Scoping,Scoping.AP.SigDisclosure,Sig disclosure?,toggle,NOTDASH;DASH,
EBP,KBA-400,Scoping,Scoping.AP.SigAcctEst,Sig accounting estimate?,toggle,NOTDASH;DASH,
EBP,KBA-400,Scoping,Scoping.AP.SigFraudRisk,Sig fraud risk?,toggle,NOTDASH;DASH,
EBP,KBA-400,Scoping,Scoping.AP.substantivetesting,Substantive testing planned?,toggle,NOTDASH;DASH,
EBP,KBA-400,AuditareaRelevantAssertions,AuditareaRelevantAssertions.AP,Accounts Payable & Purchases relevant assertions,row,EO;RO;CO;AV;CU;UC,
EBP,KBA-400,SigDisclosures,SigDisclosures.AP,Accounts Payable & Purchases significant disclosures,row,,
EBP,KBA-400,RiskRelatedSpecificrisks,RiskRelatedSpecificrisks.AP,Accounts Payable & Purchases risk-related specific risks,row,,
EBP,AUD-8xx,program,program.AP,Accounts Payable & Purchases audit program (AUD-806),program,,
EBP,KBA-502,RelevantAssertion,RelevantAssertion.AP,Accounts Payable & Purchases - 502 relevant-assertion risk section,section,,category=balance
EBP,KBA-502,RelevantAssertion,RelevantAssertion.AP.EO,EO - Existence/Occurrence,assertion,,
EBP,KBA-502,RelevantAssertion,RelevantAssertion.AP.RO,RO - Rights/Obligations,assertion,,
EBP,KBA-502,RelevantAssertion,RelevantAssertion.AP.CO,CO - Completeness,assertion,,
EBP,KBA-502,RelevantAssertion,RelevantAssertion.AP.AV,AV - Accuracy/Valuation,assertion,,
EBP,KBA-502,RelevantAssertion,RelevantAssertion.AP.CU,CU - Cutoff,assertion,,
EBP,KBA-502,RelevantAssertion,RelevantAssertion.AP.UC,UC - Classification/Understandability,assertion,,
EBP,KBA-502,AssertionLevelRisk,AssertionLevelRisk.AP,Accounts Payable & Purchases - 502 specific-risk (assertion-level) section,section,,
EBP,AUD-100,OverAllTailoringQuestions,AuditAreas.BENEFIT,Benefit Payments - audit area selected,area_select,BENEFIT,category=balance
EBP,KBA-400,Scoping,Scoping.BENEFIT,Benefit Payments scoping row,row,,
EBP,KBA-400,Scoping,Scoping.BENEFIT.SigClassTans,Sig class of transactions?,toggle,NOTDASH;DASH,
EBP,KBA-400,Scoping,Scoping.BENEFIT.MaterialAccount,Material/sig account?,toggle,NOTDASH;DASH,
EBP,KBA-400,Scoping,Scoping.BENEFIT.SigDisclosure,Sig disclosure?,toggle,NOTDASH;DASH,
EBP,KBA-400,Scoping,Scoping.BENEFIT.SigAcctEst,Sig accounting estimate?,toggle,NOTDASH;DASH,
EBP,KBA-400,Scoping,Scoping.BENEFIT.SigFraudRisk,Sig fraud risk?,toggle,NOTDASH;DASH,
EBP,KBA-400,Scoping,Scoping.BENEFIT.substantivetesting,Substantive testing planned?,toggle,NOTDASH;DASH,
EBP,KBA-400,AuditareaRelevantAssertions,AuditareaRelevantAssertions.BENEFIT,Benefit Payments relevant assertions,row,EO;RO;CO;AV;CU;UC,
EBP,KBA-400,SigDisclosures,SigDisclosures.BENEFIT,Benefit Payments significant disclosures,row,,
EBP,KBA-400,RiskRelatedSpecificrisks,RiskRelatedSpecificrisks.BENEFIT,Benefit Payments risk-related specific risks,row,,
EBP,AUD-8xx,program,program.BENEFIT,Benefit Payments audit program (AUD-809),program,,
EBP,KBA-502,RelevantAssertion,RelevantAssertion.BENEFIT,Benefit Payments - 502 relevant-assertion risk section,section,,category=balance
EBP,KBA-502,RelevantAssertion,RelevantAssertion.BENEFIT.EO,EO - Existence/Occurrence,assertion,,
EBP,KBA-502,RelevantAssertion,RelevantAssertion.BENEFIT.RO,RO - Rights/Obligations,assertion,,
EBP,KBA-502,RelevantAssertion,RelevantAssertion.BENEFIT.CO,CO - Completeness,assertion,,
EBP,KBA-502,RelevantAssertion,RelevantAssertion.BENEFIT.AV,AV - Accuracy/Valuation,assertion,,
EBP,KBA-502,RelevantAssertion,RelevantAssertion.BENEFIT.CU,CU - Cutoff,assertion,,
EBP,KBA-502,RelevantAssertion,RelevantAssertion.BENEFIT.UC,UC - Classification/Understandability,assertion,,
EBP,KBA-502,AssertionLevelRisk,AssertionLevelRisk.BENEFIT,Benefit Payments - 502 specific-risk (assertion-level) section,section,,
EBP,AUD-100,OverAllTailoringQuestions,AuditAreas.AUD810,Tax Status of the Plan - audit area selected,area_select,AUD810,category=balance
EBP,KBA-400,Scoping,Scoping.AUD810,Tax Status of the Plan scoping row,row,,
EBP,KBA-400,Scoping,Scoping.AUD810.SigClassTans,Sig class of transactions?,toggle,NOTDASH;DASH,
EBP,KBA-400,Scoping,Scoping.AUD810.MaterialAccount,Material/sig account?,toggle,NOTDASH;DASH,
EBP,KBA-400,Scoping,Scoping.AUD810.SigDisclosure,Sig disclosure?,toggle,NOTDASH;DASH,
EBP,KBA-400,Scoping,Scoping.AUD810.SigAcctEst,Sig accounting estimate?,toggle,NOTDASH;DASH,
EBP,KBA-400,Scoping,Scoping.AUD810.SigFraudRisk,Sig fraud risk?,toggle,NOTDASH;DASH,
EBP,KBA-400,Scoping,Scoping.AUD810.substantivetesting,Substantive testing planned?,toggle,NOTDASH;DASH,
EBP,KBA-400,AuditareaRelevantAssertions,AuditareaRelevantAssertions.AUD810,Tax Status of the Plan relevant assertions,row,EO;RO;CO;AV;CU;UC,
EBP,KBA-400,SigDisclosures,SigDisclosures.AUD810,Tax Status of the Plan significant disclosures,row,,
EBP,KBA-400,RiskRelatedSpecificrisks,RiskRelatedSpecificrisks.AUD810,Tax Status of the Plan risk-related specific risks,row,,
EBP,AUD-8xx,program,program.AUD810,Tax Status of the Plan audit program (AUD-810),program,,
EBP,KBA-502,RelevantAssertion,RelevantAssertion.AUD810,Tax Status of the Plan - 502 relevant-assertion risk section,section,,category=balance
EBP,KBA-502,RelevantAssertion,RelevantAssertion.AUD810.EO,EO - Existence/Occurrence,assertion,,
EBP,KBA-502,RelevantAssertion,RelevantAssertion.AUD810.RO,RO - Rights/Obligations,assertion,,
EBP,KBA-502,RelevantAssertion,RelevantAssertion.AUD810.CO,CO - Completeness,assertion,,
EBP,KBA-502,RelevantAssertion,RelevantAssertion.AUD810.AV,AV - Accuracy/Valuation,assertion,,
EBP,KBA-502,RelevantAssertion,RelevantAssertion.AUD810.CU,CU - Cutoff,assertion,,
EBP,KBA-502,RelevantAssertion,RelevantAssertion.AUD810.UC,UC - Classification/Understandability,assertion,,
EBP,KBA-502,AssertionLevelRisk,AssertionLevelRisk.AUD810,Tax Status of the Plan - 502 specific-risk (assertion-level) section,section,,
EBP,AUD-100,OverAllTailoringQuestions,AuditAreas.DEBT,Debt & Debt Service - audit area selected,area_select,DEBT,category=balance
EBP,KBA-400,Scoping,Scoping.DEBT,Debt & Debt Service scoping row,row,,
EBP,KBA-400,Scoping,Scoping.DEBT.SigClassTans,Sig class of transactions?,toggle,NOTDASH;DASH,
EBP,KBA-400,Scoping,Scoping.DEBT.MaterialAccount,Material/sig account?,toggle,NOTDASH;DASH,
EBP,KBA-400,Scoping,Scoping.DEBT.SigDisclosure,Sig disclosure?,toggle,NOTDASH;DASH,
EBP,KBA-400,Scoping,Scoping.DEBT.SigAcctEst,Sig accounting estimate?,toggle,NOTDASH;DASH,
EBP,KBA-400,Scoping,Scoping.DEBT.SigFraudRisk,Sig fraud risk?,toggle,NOTDASH;DASH,
EBP,KBA-400,Scoping,Scoping.DEBT.substantivetesting,Substantive testing planned?,toggle,NOTDASH;DASH,
EBP,KBA-400,AuditareaRelevantAssertions,AuditareaRelevantAssertions.DEBT,Debt & Debt Service relevant assertions,row,EO;RO;CO;AV;CU;UC,
EBP,KBA-400,SigDisclosures,SigDisclosures.DEBT,Debt & Debt Service significant disclosures,row,,
EBP,KBA-400,RiskRelatedSpecificrisks,RiskRelatedSpecificrisks.DEBT,Debt & Debt Service risk-related specific risks,row,,
EBP,AUD-8xx,program,program.DEBT,Debt & Debt Service audit program (AUD-807),program,,
EBP,KBA-502,RelevantAssertion,RelevantAssertion.DEBT,Debt & Debt Service - 502 relevant-assertion risk section,section,,category=balance
EBP,KBA-502,RelevantAssertion,RelevantAssertion.DEBT.EO,EO - Existence/Occurrence,assertion,,
EBP,KBA-502,RelevantAssertion,RelevantAssertion.DEBT.RO,RO - Rights/Obligations,assertion,,
EBP,KBA-502,RelevantAssertion,RelevantAssertion.DEBT.CO,CO - Completeness,assertion,,
EBP,KBA-502,RelevantAssertion,RelevantAssertion.DEBT.AV,AV - Accuracy/Valuation,assertion,,
EBP,KBA-502,RelevantAssertion,RelevantAssertion.DEBT.CU,CU - Cutoff,assertion,,
EBP,KBA-502,RelevantAssertion,RelevantAssertion.DEBT.UC,UC - Classification/Understandability,assertion,,
EBP,KBA-502,AssertionLevelRisk,AssertionLevelRisk.DEBT,Debt & Debt Service - 502 specific-risk (assertion-level) section,section,,
EBP,AUD-100,OverAllTailoringQuestions,AuditAreas.CHANGES,Change in Provider/Mgmt - audit area selected,area_select,CHANGES,category=balance
EBP,KBA-400,Scoping,Scoping.CHANGES,Change in Provider/Mgmt scoping row,row,,
EBP,KBA-400,Scoping,Scoping.CHANGES.SigClassTans,Sig class of transactions?,toggle,NOTDASH;DASH,
EBP,KBA-400,Scoping,Scoping.CHANGES.MaterialAccount,Material/sig account?,toggle,NOTDASH;DASH,
EBP,KBA-400,Scoping,Scoping.CHANGES.SigDisclosure,Sig disclosure?,toggle,NOTDASH;DASH,
EBP,KBA-400,Scoping,Scoping.CHANGES.SigAcctEst,Sig accounting estimate?,toggle,NOTDASH;DASH,
EBP,KBA-400,Scoping,Scoping.CHANGES.SigFraudRisk,Sig fraud risk?,toggle,NOTDASH;DASH,
EBP,KBA-400,Scoping,Scoping.CHANGES.substantivetesting,Substantive testing planned?,toggle,NOTDASH;DASH,
EBP,KBA-400,AuditareaRelevantAssertions,AuditareaRelevantAssertions.CHANGES,Change in Provider/Mgmt relevant assertions,row,EO;RO;CO;AV;CU;UC,
EBP,KBA-400,SigDisclosures,SigDisclosures.CHANGES,Change in Provider/Mgmt significant disclosures,row,,
EBP,KBA-400,RiskRelatedSpecificrisks,RiskRelatedSpecificrisks.CHANGES,Change in Provider/Mgmt risk-related specific risks,row,,
EBP,AUD-8xx,program,program.CHANGES,Change in Provider/Mgmt audit program (AUD-811),program,,
EBP,KBA-502,RelevantAssertion,RelevantAssertion.CHANGES,Change in Provider/Mgmt - 502 relevant-assertion risk section,section,,category=balance
EBP,KBA-502,RelevantAssertion,RelevantAssertion.CHANGES.EO,EO - Existence/Occurrence,assertion,,
EBP,KBA-502,RelevantAssertion,RelevantAssertion.CHANGES.RO,RO - Rights/Obligations,assertion,,
EBP,KBA-502,RelevantAssertion,RelevantAssertion.CHANGES.CO,CO - Completeness,assertion,,
EBP,KBA-502,RelevantAssertion,RelevantAssertion.CHANGES.AV,AV - Accuracy/Valuation,assertion,,
EBP,KBA-502,RelevantAssertion,RelevantAssertion.CHANGES.CU,CU - Cutoff,assertion,,
EBP,KBA-502,RelevantAssertion,RelevantAssertion.CHANGES.UC,UC - Classification/Understandability,assertion,,
EBP,KBA-502,AssertionLevelRisk,AssertionLevelRisk.CHANGES,Change in Provider/Mgmt - 502 specific-risk (assertion-level) section,section,,
EBP,AUD-100,OverAllTailoringQuestions,AuditAreas.OTHREV,Other Income & Expense - audit area selected,area_select,OTHREV,category=balance
EBP,KBA-400,Scoping,Scoping.OTHREV,Other Income & Expense scoping row,row,,
EBP,KBA-400,Scoping,Scoping.OTHREV.SigClassTans,Sig class of transactions?,toggle,NOTDASH;DASH,
EBP,KBA-400,Scoping,Scoping.OTHREV.MaterialAccount,Material/sig account?,toggle,NOTDASH;DASH,
EBP,KBA-400,Scoping,Scoping.OTHREV.SigDisclosure,Sig disclosure?,toggle,NOTDASH;DASH,
EBP,KBA-400,Scoping,Scoping.OTHREV.SigAcctEst,Sig accounting estimate?,toggle,NOTDASH;DASH,
EBP,KBA-400,Scoping,Scoping.OTHREV.SigFraudRisk,Sig fraud risk?,toggle,NOTDASH;DASH,
EBP,KBA-400,Scoping,Scoping.OTHREV.substantivetesting,Substantive testing planned?,toggle,NOTDASH;DASH,
EBP,KBA-400,AuditareaRelevantAssertions,AuditareaRelevantAssertions.OTHREV,Other Income & Expense relevant assertions,row,EO;RO;CO;AV;CU;UC,
EBP,KBA-400,SigDisclosures,SigDisclosures.OTHREV,Other Income & Expense significant disclosures,row,,
EBP,KBA-400,RiskRelatedSpecificrisks,RiskRelatedSpecificrisks.OTHREV,Other Income & Expense risk-related specific risks,row,,
EBP,AUD-8xx,program,program.OTHREV,Other Income & Expense audit program (AUD-808),program,,
EBP,KBA-502,RelevantAssertion,RelevantAssertion.OTHREV,Other Income & Expense - 502 relevant-assertion risk section,section,,category=balance
EBP,KBA-502,RelevantAssertion,RelevantAssertion.OTHREV.EO,EO - Existence/Occurrence,assertion,,
EBP,KBA-502,RelevantAssertion,RelevantAssertion.OTHREV.RO,RO - Rights/Obligations,assertion,,
EBP,KBA-502,RelevantAssertion,RelevantAssertion.OTHREV.CO,CO - Completeness,assertion,,
EBP,KBA-502,RelevantAssertion,RelevantAssertion.OTHREV.AV,AV - Accuracy/Valuation,assertion,,
EBP,KBA-502,RelevantAssertion,RelevantAssertion.OTHREV.CU,CU - Cutoff,assertion,,
EBP,KBA-502,RelevantAssertion,RelevantAssertion.OTHREV.UC,UC - Classification/Understandability,assertion,,
EBP,KBA-502,AssertionLevelRisk,AssertionLevelRisk.OTHREV,Other Income & Expense - 502 specific-risk (assertion-level) section,section,,
EBP,AUD-100,OverAllTailoringQuestions,AuditAreas.JE2,Journal Entries - audit area selected,area_select,JE2,category=risk
EBP,KBA-400,Scoping,Scoping.JE2,Journal Entries scoping row,row,,
EBP,KBA-400,Scoping,Scoping.JE2.SigClassTans,Sig class of transactions?,toggle,NOTDASH;DASH,
EBP,KBA-400,Scoping,Scoping.JE2.MaterialAccount,Material/sig account?,toggle,NOTDASH;DASH,
EBP,KBA-400,Scoping,Scoping.JE2.SigDisclosure,Sig disclosure?,toggle,NOTDASH;DASH,
EBP,KBA-400,Scoping,Scoping.JE2.SigAcctEst,Sig accounting estimate?,toggle,NOTDASH;DASH,
EBP,KBA-400,Scoping,Scoping.JE2.SigFraudRisk,Sig fraud risk?,toggle,NOTDASH;DASH,
EBP,KBA-400,Scoping,Scoping.JE2.substantivetesting,Substantive testing planned?,toggle,NOTDASH;DASH,
EBP,KBA-400,AuditareaRelevantAssertions,AuditareaRelevantAssertions.JE2,Journal Entries relevant assertions,row,EO;RO;CO;AV;CU;UC,
EBP,KBA-400,SigDisclosures,SigDisclosures.JE2,Journal Entries significant disclosures,row,,
EBP,KBA-400,RiskRelatedSpecificrisks,RiskRelatedSpecificrisks.JE2,Journal Entries risk-related specific risks,row,,
EBP,AUD-8xx,program,program.JE2,Journal Entries audit program (AUD-812),program,,
EBP,KBA-502,RelevantAssertion,RelevantAssertion.JE2,Journal Entries - 502 relevant-assertion risk section,section,,category=risk
EBP,KBA-502,RelevantAssertion,RelevantAssertion.JE2.EO,EO - Existence/Occurrence,assertion,,
EBP,KBA-502,RelevantAssertion,RelevantAssertion.JE2.RO,RO - Rights/Obligations,assertion,,
EBP,KBA-502,RelevantAssertion,RelevantAssertion.JE2.CO,CO - Completeness,assertion,,
EBP,KBA-502,RelevantAssertion,RelevantAssertion.JE2.AV,AV - Accuracy/Valuation,assertion,,
EBP,KBA-502,RelevantAssertion,RelevantAssertion.JE2.CU,CU - Cutoff,assertion,,
EBP,KBA-502,RelevantAssertion,RelevantAssertion.JE2.UC,UC - Classification/Understandability,assertion,,
EBP,KBA-502,AssertionLevelRisk,AssertionLevelRisk.JE2,Journal Entries - 502 specific-risk (assertion-level) section,section,,
EBP,AUD-100,OverAllTailoringQuestions,AuditAreas.RPTRNS2,Related Party Transactions - audit area selected,area_select,RPTRNS2,category=risk
EBP,KBA-400,Scoping,Scoping.RPTRNS2,Related Party Transactions scoping row,row,,
EBP,KBA-400,Scoping,Scoping.RPTRNS2.SigClassTans,Sig class of transactions?,toggle,NOTDASH;DASH,
EBP,KBA-400,Scoping,Scoping.RPTRNS2.MaterialAccount,Material/sig account?,toggle,NOTDASH;DASH,
EBP,KBA-400,Scoping,Scoping.RPTRNS2.SigDisclosure,Sig disclosure?,toggle,NOTDASH;DASH,
EBP,KBA-400,Scoping,Scoping.RPTRNS2.SigAcctEst,Sig accounting estimate?,toggle,NOTDASH;DASH,
EBP,KBA-400,Scoping,Scoping.RPTRNS2.SigFraudRisk,Sig fraud risk?,toggle,NOTDASH;DASH,
EBP,KBA-400,Scoping,Scoping.RPTRNS2.substantivetesting,Substantive testing planned?,toggle,NOTDASH;DASH,
EBP,KBA-400,AuditareaRelevantAssertions,AuditareaRelevantAssertions.RPTRNS2,Related Party Transactions relevant assertions,row,EO;RO;CO;AV;CU;UC,
EBP,KBA-400,SigDisclosures,SigDisclosures.RPTRNS2,Related Party Transactions significant disclosures,row,,
EBP,KBA-400,RiskRelatedSpecificrisks,RiskRelatedSpecificrisks.RPTRNS2,Related Party Transactions risk-related specific risks,row,,
EBP,AUD-8xx,program,program.RPTRNS2,Related Party Transactions audit program (AUD-813),program,,
EBP,KBA-502,RelevantAssertion,RelevantAssertion.RPTRNS2,Related Party Transactions - 502 relevant-assertion risk section,section,,category=risk
EBP,KBA-502,RelevantAssertion,RelevantAssertion.RPTRNS2.EO,EO - Existence/Occurrence,assertion,,
EBP,KBA-502,RelevantAssertion,RelevantAssertion.RPTRNS2.RO,RO - Rights/Obligations,assertion,,
EBP,KBA-502,RelevantAssertion,RelevantAssertion.RPTRNS2.CO,CO - Completeness,assertion,,
EBP,KBA-502,RelevantAssertion,RelevantAssertion.RPTRNS2.AV,AV - Accuracy/Valuation,assertion,,
EBP,KBA-502,RelevantAssertion,RelevantAssertion.RPTRNS2.CU,CU - Cutoff,assertion,,
EBP,KBA-502,RelevantAssertion,RelevantAssertion.RPTRNS2.UC,UC - Classification/Understandability,assertion,,
EBP,KBA-502,AssertionLevelRisk,AssertionLevelRisk.RPTRNS2,Related Party Transactions - 502 specific-risk (assertion-level) section,section,,
EBP,AUD-100,OverAllTailoringQuestions,AuditAreas.AUD815,Minutes & Other Records - audit area selected,area_select,AUD815,category=balance
EBP,KBA-400,Scoping,Scoping.AUD815,Minutes & Other Records scoping row,row,,
EBP,KBA-400,Scoping,Scoping.AUD815.SigClassTans,Sig class of transactions?,toggle,NOTDASH;DASH,
EBP,KBA-400,Scoping,Scoping.AUD815.MaterialAccount,Material/sig account?,toggle,NOTDASH;DASH,
EBP,KBA-400,Scoping,Scoping.AUD815.SigDisclosure,Sig disclosure?,toggle,NOTDASH;DASH,
EBP,KBA-400,Scoping,Scoping.AUD815.SigAcctEst,Sig accounting estimate?,toggle,NOTDASH;DASH,
EBP,KBA-400,Scoping,Scoping.AUD815.SigFraudRisk,Sig fraud risk?,toggle,NOTDASH;DASH,
EBP,KBA-400,Scoping,Scoping.AUD815.substantivetesting,Substantive testing planned?,toggle,NOTDASH;DASH,
EBP,KBA-400,AuditareaRelevantAssertions,AuditareaRelevantAssertions.AUD815,Minutes & Other Records relevant assertions,row,EO;RO;CO;AV;CU;UC,
EBP,KBA-400,SigDisclosures,SigDisclosures.AUD815,Minutes & Other Records significant disclosures,row,,
EBP,KBA-400,RiskRelatedSpecificrisks,RiskRelatedSpecificrisks.AUD815,Minutes & Other Records risk-related specific risks,row,,
EBP,AUD-8xx,program,program.AUD815,Minutes & Other Records audit program (AUD-815),program,,
EBP,KBA-502,RelevantAssertion,RelevantAssertion.AUD815,Minutes & Other Records - 502 relevant-assertion risk section,section,,category=balance
EBP,KBA-502,RelevantAssertion,RelevantAssertion.AUD815.EO,EO - Existence/Occurrence,assertion,,
EBP,KBA-502,RelevantAssertion,RelevantAssertion.AUD815.RO,RO - Rights/Obligations,assertion,,
EBP,KBA-502,RelevantAssertion,RelevantAssertion.AUD815.CO,CO - Completeness,assertion,,
EBP,KBA-502,RelevantAssertion,RelevantAssertion.AUD815.AV,AV - Accuracy/Valuation,assertion,,
EBP,KBA-502,RelevantAssertion,RelevantAssertion.AUD815.CU,CU - Cutoff,assertion,,
EBP,KBA-502,RelevantAssertion,RelevantAssertion.AUD815.UC,UC - Classification/Understandability,assertion,,
EBP,KBA-502,AssertionLevelRisk,AssertionLevelRisk.AUD815,Minutes & Other Records - 502 specific-risk (assertion-level) section,section,,
EBP,AUD-100,OverAllTailoringQuestions,AuditAreas.FAIRVALUE2,Fair Value Measurements - audit area selected,area_select,FAIRVALUE2,category=risk
EBP,KBA-400,Scoping,Scoping.FAIRVALUE2,Fair Value Measurements scoping row,row,,
EBP,KBA-400,Scoping,Scoping.FAIRVALUE2.SigClassTans,Sig class of transactions?,toggle,NOTDASH;DASH,
EBP,KBA-400,Scoping,Scoping.FAIRVALUE2.MaterialAccount,Material/sig account?,toggle,NOTDASH;DASH,
EBP,KBA-400,Scoping,Scoping.FAIRVALUE2.SigDisclosure,Sig disclosure?,toggle,NOTDASH;DASH,
EBP,KBA-400,Scoping,Scoping.FAIRVALUE2.SigAcctEst,Sig accounting estimate?,toggle,NOTDASH;DASH,
EBP,KBA-400,Scoping,Scoping.FAIRVALUE2.SigFraudRisk,Sig fraud risk?,toggle,NOTDASH;DASH,
