audit_type,from_form,from_key,to_form,to_key,relation,trigger_value,notes
EBP,KBA-502,RelevantAssertion.PARTICIPANTNOTES,KBA-502,RelevantAssertion.PARTICIPANTNOTES.EO,assertion_row,shown_if_picked,write surface: selected/ir/cr/rmm on 502
EBP,KBA-502,RelevantAssertion.PARTICIPANTNOTES,KBA-502,RelevantAssertion.PARTICIPANTNOTES.RO,assertion_row,shown_if_picked,write surface: selected/ir/cr/rmm on 502
EBP,KBA-502,RelevantAssertion.PARTICIPANTNOTES,KBA-502,RelevantAssertion.PARTICIPANTNOTES.CO,assertion_row,shown_if_picked,write surface: selected/ir/cr/rmm on 502
EBP,KBA-502,RelevantAssertion.PARTICIPANTNOTES,KBA-502,RelevantAssertion.PARTICIPANTNOTES.AV,assertion_row,shown_if_picked,write surface: selected/ir/cr/rmm on 502
EBP,KBA-502,RelevantAssertion.PARTICIPANTNOTES,KBA-502,RelevantAssertion.PARTICIPANTNOTES.CU,assertion_row,shown_if_picked,write surface: selected/ir/cr/rmm on 502
EBP,KBA-502,RelevantAssertion.PARTICIPANTNOTES,KBA-502,RelevantAssertion.PARTICIPANTNOTES.UC,assertion_row,shown_if_picked,write surface: selected/ir/cr/rmm on 502
EBP,KBA-400,RiskRelatedSpecificrisks.PARTICIPANTNOTES,KBA-502,AssertionLevelRisk.PARTICIPANTNOTES,renders_section_client_side,,"parallel to RelevantAssertion; INFERRED, not isolated live"
EBP,AUD-100,AuditAreas.AP,KBA-400,Scoping.AP,spawns_scoping_row,area_selected,"row objectKey==area key; immediate, no submit"
EBP,KBA-400,Scoping.AP,KBA-400,Scoping.AP.SigClassTans,contains_toggle,,
EBP,KBA-400,Scoping.AP,KBA-400,Scoping.AP.MaterialAccount,contains_toggle,,
EBP,KBA-400,Scoping.AP,KBA-400,Scoping.AP.SigDisclosure,contains_toggle,,
EBP,KBA-400,Scoping.AP,KBA-400,Scoping.AP.SigAcctEst,contains_toggle,,
EBP,KBA-400,Scoping.AP,KBA-400,Scoping.AP.SigFraudRisk,contains_toggle,,
EBP,KBA-400,Scoping.AP,KBA-400,Scoping.AP.substantivetesting,contains_toggle,,
EBP,KBA-400,Scoping.AP.SigClassTans,KBA-400,AuditareaRelevantAssertions.AP,spawns_row,NOTDASH,isolated-confirmed OR trigger (NPO)
EBP,KBA-400,Scoping.AP.MaterialAccount,KBA-400,AuditareaRelevantAssertions.AP,co_feeds_row,NOTDASH,OR-trigger; unisolated
EBP,KBA-400,Scoping.AP.SigDisclosure,KBA-400,SigDisclosures.AP,spawns_row,NOTDASH,
EBP,KBA-400,Scoping.AP.SigAcctEst,KBA-400,RiskRelatedSpecificrisks.AP,spawns_row,NOTDASH,
EBP,KBA-400,Scoping.AP.SigFraudRisk,KBA-400,RiskRelatedSpecificrisks.AP,co_feeds_row,NOTDASH,OR-trigger; unisolated
EBP,KBA-400,Scoping.AP.substantivetesting,AUD-8xx,program.AP,recommends_program,NOTDASH,program-side; AUD-806
EBP,KBA-400,AuditareaRelevantAssertions.AP,KBA-502,RelevantAssertion.AP,renders_section_client_side,assertion_picked,"CLIENT RENDER ONLY - 502 UI shows only KBA-400-picked assertions; nothing stored on 502. audit_type=EBP; cascade structure TEMPLATED from NPO live-capture, NOT re-verified live for this title"
EBP,KBA-502,RelevantAssertion.AP,KBA-502,RelevantAssertion.AP.EO,assertion_row,shown_if_picked,write surface: selected/ir/cr/rmm on 502
EBP,KBA-502,RelevantAssertion.AP,KBA-502,RelevantAssertion.AP.RO,assertion_row,shown_if_picked,write surface: selected/ir/cr/rmm on 502
EBP,KBA-502,RelevantAssertion.AP,KBA-502,RelevantAssertion.AP.CO,assertion_row,shown_if_picked,write surface: selected/ir/cr/rmm on 502
EBP,KBA-502,RelevantAssertion.AP,KBA-502,RelevantAssertion.AP.AV,assertion_row,shown_if_picked,write surface: selected/ir/cr/rmm on 502
EBP,KBA-502,RelevantAssertion.AP,KBA-502,RelevantAssertion.AP.CU,assertion_row,shown_if_picked,write surface: selected/ir/cr/rmm on 502
EBP,KBA-502,RelevantAssertion.AP,KBA-502,RelevantAssertion.AP.UC,assertion_row,shown_if_picked,write surface: selected/ir/cr/rmm on 502
EBP,KBA-400,RiskRelatedSpecificrisks.AP,KBA-502,AssertionLevelRisk.AP,renders_section_client_side,,"parallel to RelevantAssertion; INFERRED, not isolated live"
EBP,AUD-100,AuditAreas.BENEFIT,KBA-400,Scoping.BENEFIT,spawns_scoping_row,area_selected,"row objectKey==area key; immediate, no submit"
EBP,KBA-400,Scoping.BENEFIT,KBA-400,Scoping.BENEFIT.SigClassTans,contains_toggle,,
EBP,KBA-400,Scoping.BENEFIT,KBA-400,Scoping.BENEFIT.MaterialAccount,contains_toggle,,
EBP,KBA-400,Scoping.BENEFIT,KBA-400,Scoping.BENEFIT.SigDisclosure,contains_toggle,,
EBP,KBA-400,Scoping.BENEFIT,KBA-400,Scoping.BENEFIT.SigAcctEst,contains_toggle,,
EBP,KBA-400,Scoping.BENEFIT,KBA-400,Scoping.BENEFIT.SigFraudRisk,contains_toggle,,
EBP,KBA-400,Scoping.BENEFIT,KBA-400,Scoping.BENEFIT.substantivetesting,contains_toggle,,
EBP,KBA-400,Scoping.BENEFIT.SigClassTans,KBA-400,AuditareaRelevantAssertions.BENEFIT,spawns_row,NOTDASH,isolated-confirmed OR trigger (NPO)
EBP,KBA-400,Scoping.BENEFIT.MaterialAccount,KBA-400,AuditareaRelevantAssertions.BENEFIT,co_feeds_row,NOTDASH,OR-trigger; unisolated
EBP,KBA-400,Scoping.BENEFIT.SigDisclosure,KBA-400,SigDisclosures.BENEFIT,spawns_row,NOTDASH,
EBP,KBA-400,Scoping.BENEFIT.SigAcctEst,KBA-400,RiskRelatedSpecificrisks.BENEFIT,spawns_row,NOTDASH,
EBP,KBA-400,Scoping.BENEFIT.SigFraudRisk,KBA-400,RiskRelatedSpecificrisks.BENEFIT,co_feeds_row,NOTDASH,OR-trigger; unisolated
EBP,KBA-400,Scoping.BENEFIT.substantivetesting,AUD-8xx,program.BENEFIT,recommends_program,NOTDASH,program-side; AUD-809
EBP,KBA-400,AuditareaRelevantAssertions.BENEFIT,KBA-502,RelevantAssertion.BENEFIT,renders_section_client_side,assertion_picked,"CLIENT RENDER ONLY - 502 UI shows only KBA-400-picked assertions; nothing stored on 502. audit_type=EBP; cascade structure TEMPLATED from NPO live-capture, NOT re-verified live for this title"
EBP,KBA-502,RelevantAssertion.BENEFIT,KBA-502,RelevantAssertion.BENEFIT.EO,assertion_row,shown_if_picked,write surface: selected/ir/cr/rmm on 502
EBP,KBA-502,RelevantAssertion.BENEFIT,KBA-502,RelevantAssertion.BENEFIT.RO,assertion_row,shown_if_picked,write surface: selected/ir/cr/rmm on 502
EBP,KBA-502,RelevantAssertion.BENEFIT,KBA-502,RelevantAssertion.BENEFIT.CO,assertion_row,shown_if_picked,write surface: selected/ir/cr/rmm on 502
EBP,KBA-502,RelevantAssertion.BENEFIT,KBA-502,RelevantAssertion.BENEFIT.AV,assertion_row,shown_if_picked,write surface: selected/ir/cr/rmm on 502
EBP,KBA-502,RelevantAssertion.BENEFIT,KBA-502,RelevantAssertion.BENEFIT.CU,assertion_row,shown_if_picked,write surface: selected/ir/cr/rmm on 502
EBP,KBA-502,RelevantAssertion.BENEFIT,KBA-502,RelevantAssertion.BENEFIT.UC,assertion_row,shown_if_picked,write surface: selected/ir/cr/rmm on 502
EBP,KBA-400,RiskRelatedSpecificrisks.BENEFIT,KBA-502,AssertionLevelRisk.BENEFIT,renders_section_client_side,,"parallel to RelevantAssertion; INFERRED, not isolated live"
EBP,AUD-100,AuditAreas.AUD810,KBA-400,Scoping.AUD810,spawns_scoping_row,area_selected,"row objectKey==area key; immediate, no submit"
EBP,KBA-400,Scoping.AUD810,KBA-400,Scoping.AUD810.SigClassTans,contains_toggle,,
EBP,KBA-400,Scoping.AUD810,KBA-400,Scoping.AUD810.MaterialAccount,contains_toggle,,
EBP,KBA-400,Scoping.AUD810,KBA-400,Scoping.AUD810.SigDisclosure,contains_toggle,,
EBP,KBA-400,Scoping.AUD810,KBA-400,Scoping.AUD810.SigAcctEst,contains_toggle,,
EBP,KBA-400,Scoping.AUD810,KBA-400,Scoping.AUD810.SigFraudRisk,contains_toggle,,
EBP,KBA-400,Scoping.AUD810,KBA-400,Scoping.AUD810.substantivetesting,contains_toggle,,
EBP,KBA-400,Scoping.AUD810.SigClassTans,KBA-400,AuditareaRelevantAssertions.AUD810,spawns_row,NOTDASH,isolated-confirmed OR trigger (NPO)
EBP,KBA-400,Scoping.AUD810.MaterialAccount,KBA-400,AuditareaRelevantAssertions.AUD810,co_feeds_row,NOTDASH,OR-trigger; unisolated
EBP,KBA-400,Scoping.AUD810.SigDisclosure,KBA-400,SigDisclosures.AUD810,spawns_row,NOTDASH,
EBP,KBA-400,Scoping.AUD810.SigAcctEst,KBA-400,RiskRelatedSpecificrisks.AUD810,spawns_row,NOTDASH,
EBP,KBA-400,Scoping.AUD810.SigFraudRisk,KBA-400,RiskRelatedSpecificrisks.AUD810,co_feeds_row,NOTDASH,OR-trigger; unisolated
EBP,KBA-400,Scoping.AUD810.substantivetesting,AUD-8xx,program.AUD810,recommends_program,NOTDASH,program-side; AUD-810
EBP,KBA-400,AuditareaRelevantAssertions.AUD810,KBA-502,RelevantAssertion.AUD810,renders_section_client_side,assertion_picked,"CLIENT RENDER ONLY - 502 UI shows only KBA-400-picked assertions; nothing stored on 502. audit_type=EBP; cascade structure TEMPLATED from NPO live-capture, NOT re-verified live for this title"
EBP,KBA-502,RelevantAssertion.AUD810,KBA-502,RelevantAssertion.AUD810.EO,assertion_row,shown_if_picked,write surface: selected/ir/cr/rmm on 502
EBP,KBA-502,RelevantAssertion.AUD810,KBA-502,RelevantAssertion.AUD810.RO,assertion_row,shown_if_picked,write surface: selected/ir/cr/rmm on 502
EBP,KBA-502,RelevantAssertion.AUD810,KBA-502,RelevantAssertion.AUD810.CO,assertion_row,shown_if_picked,write surface: selected/ir/cr/rmm on 502
EBP,KBA-502,RelevantAssertion.AUD810,KBA-502,RelevantAssertion.AUD810.AV,assertion_row,shown_if_picked,write surface: selected/ir/cr/rmm on 502
EBP,KBA-502,RelevantAssertion.AUD810,KBA-502,RelevantAssertion.AUD810.CU,assertion_row,shown_if_picked,write surface: selected/ir/cr/rmm on 502
EBP,KBA-502,RelevantAssertion.AUD810,KBA-502,RelevantAssertion.AUD810.UC,assertion_row,shown_if_picked,write surface: selected/ir/cr/rmm on 502
EBP,KBA-400,RiskRelatedSpecificrisks.AUD810,KBA-502,AssertionLevelRisk.AUD810,renders_section_client_side,,"parallel to RelevantAssertion; INFERRED, not isolated live"
EBP,AUD-100,AuditAreas.DEBT,KBA-400,Scoping.DEBT,spawns_scoping_row,area_selected,"row objectKey==area key; immediate, no submit"
EBP,KBA-400,Scoping.DEBT,KBA-400,Scoping.DEBT.SigClassTans,contains_toggle,,
EBP,KBA-400,Scoping.DEBT,KBA-400,Scoping.DEBT.MaterialAccount,contains_toggle,,
EBP,KBA-400,Scoping.DEBT,KBA-400,Scoping.DEBT.SigDisclosure,contains_toggle,,
EBP,KBA-400,Scoping.DEBT,KBA-400,Scoping.DEBT.SigAcctEst,contains_toggle,,
EBP,KBA-400,Scoping.DEBT,KBA-400,Scoping.DEBT.SigFraudRisk,contains_toggle,,
EBP,KBA-400,Scoping.DEBT,KBA-400,Scoping.DEBT.substantivetesting,contains_toggle,,
EBP,KBA-400,Scoping.DEBT.SigClassTans,KBA-400,AuditareaRelevantAssertions.DEBT,spawns_row,NOTDASH,isolated-confirmed OR trigger (NPO)
EBP,KBA-400,Scoping.DEBT.MaterialAccount,KBA-400,AuditareaRelevantAssertions.DEBT,co_feeds_row,NOTDASH,OR-trigger; unisolated
EBP,KBA-400,Scoping.DEBT.SigDisclosure,KBA-400,SigDisclosures.DEBT,spawns_row,NOTDASH,
EBP,KBA-400,Scoping.DEBT.SigAcctEst,KBA-400,RiskRelatedSpecificrisks.DEBT,spawns_row,NOTDASH,
EBP,KBA-400,Scoping.DEBT.SigFraudRisk,KBA-400,RiskRelatedSpecificrisks.DEBT,co_feeds_row,NOTDASH,OR-trigger; unisolated
EBP,KBA-400,Scoping.DEBT.substantivetesting,AUD-8xx,program.DEBT,recommends_program,NOTDASH,program-side; AUD-807
EBP,KBA-400,AuditareaRelevantAssertions.DEBT,KBA-502,RelevantAssertion.DEBT,renders_section_client_side,assertion_picked,"CLIENT RENDER ONLY - 502 UI shows only KBA-400-picked assertions; nothing stored on 502. audit_type=EBP; cascade structure TEMPLATED from NPO live-capture, NOT re-verified live for this title"
EBP,KBA-502,RelevantAssertion.DEBT,KBA-502,RelevantAssertion.DEBT.EO,assertion_row,shown_if_picked,write surface: selected/ir/cr/rmm on 502
EBP,KBA-502,RelevantAssertion.DEBT,KBA-502,RelevantAssertion.DEBT.RO,assertion_row,shown_if_picked,write surface: selected/ir/cr/rmm on 502
EBP,KBA-502,RelevantAssertion.DEBT,KBA-502,RelevantAssertion.DEBT.CO,assertion_row,shown_if_picked,write surface: selected/ir/cr/rmm on 502
EBP,KBA-502,RelevantAssertion.DEBT,KBA-502,RelevantAssertion.DEBT.AV,assertion_row,shown_if_picked,write surface: selected/ir/cr/rmm on 502
EBP,KBA-502,RelevantAssertion.DEBT,KBA-502,RelevantAssertion.DEBT.CU,assertion_row,shown_if_picked,write surface: selected/ir/cr/rmm on 502
EBP,KBA-502,RelevantAssertion.DEBT,KBA-502,RelevantAssertion.DEBT.UC,assertion_row,shown_if_picked,write surface: selected/ir/cr/rmm on 502
EBP,KBA-400,RiskRelatedSpecificrisks.DEBT,KBA-502,AssertionLevelRisk.DEBT,renders_section_client_side,,"parallel to RelevantAssertion; INFERRED, not isolated live"
EBP,AUD-100,AuditAreas.CHANGES,KBA-400,Scoping.CHANGES,spawns_scoping_row,area_selected,"row objectKey==area key; immediate, no submit"
EBP,KBA-400,Scoping.CHANGES,KBA-400,Scoping.CHANGES.SigClassTans,contains_toggle,,
EBP,KBA-400,Scoping.CHANGES,KBA-400,Scoping.CHANGES.MaterialAccount,contains_toggle,,
EBP,KBA-400,Scoping.CHANGES,KBA-400,Scoping.CHANGES.SigDisclosure,contains_toggle,,
EBP,KBA-400,Scoping.CHANGES,KBA-400,Scoping.CHANGES.SigAcctEst,contains_toggle,,
EBP,KBA-400,Scoping.CHANGES,KBA-400,Scoping.CHANGES.SigFraudRisk,contains_toggle,,
EBP,KBA-400,Scoping.CHANGES,KBA-400,Scoping.CHANGES.substantivetesting,contains_toggle,,
EBP,KBA-400,Scoping.CHANGES.SigClassTans,KBA-400,AuditareaRelevantAssertions.CHANGES,spawns_row,NOTDASH,isolated-confirmed OR trigger (NPO)
EBP,KBA-400,Scoping.CHANGES.MaterialAccount,KBA-400,AuditareaRelevantAssertions.CHANGES,co_feeds_row,NOTDASH,OR-trigger; unisolated
EBP,KBA-400,Scoping.CHANGES.SigDisclosure,KBA-400,SigDisclosures.CHANGES,spawns_row,NOTDASH,
EBP,KBA-400,Scoping.CHANGES.SigAcctEst,KBA-400,RiskRelatedSpecificrisks.CHANGES,spawns_row,NOTDASH,
EBP,KBA-400,Scoping.CHANGES.SigFraudRisk,KBA-400,RiskRelatedSpecificrisks.CHANGES,co_feeds_row,NOTDASH,OR-trigger; unisolated
EBP,KBA-400,Scoping.CHANGES.substantivetesting,AUD-8xx,program.CHANGES,recommends_program,NOTDASH,program-side; AUD-811
EBP,KBA-400,AuditareaRelevantAssertions.CHANGES,KBA-502,RelevantAssertion.CHANGES,renders_section_client_side,assertion_picked,"CLIENT RENDER ONLY - 502 UI shows only KBA-400-picked assertions; nothing stored on 502. audit_type=EBP; cascade structure TEMPLATED from NPO live-capture, NOT re-verified live for this title"
EBP,KBA-502,RelevantAssertion.CHANGES,KBA-502,RelevantAssertion.CHANGES.EO,assertion_row,shown_if_picked,write surface: selected/ir/cr/rmm on 502
EBP,KBA-502,RelevantAssertion.CHANGES,KBA-502,RelevantAssertion.CHANGES.RO,assertion_row,shown_if_picked,write surface: selected/ir/cr/rmm on 502
EBP,KBA-502,RelevantAssertion.CHANGES,KBA-502,RelevantAssertion.CHANGES.CO,assertion_row,shown_if_picked,write surface: selected/ir/cr/rmm on 502
EBP,KBA-502,RelevantAssertion.CHANGES,KBA-502,RelevantAssertion.CHANGES.AV,assertion_row,shown_if_picked,write surface: selected/ir/cr/rmm on 502
EBP,KBA-502,RelevantAssertion.CHANGES,KBA-502,RelevantAssertion.CHANGES.CU,assertion_row,shown_if_picked,write surface: selected/ir/cr/rmm on 502
EBP,KBA-502,RelevantAssertion.CHANGES,KBA-502,RelevantAssertion.CHANGES.UC,assertion_row,shown_if_picked,write surface: selected/ir/cr/rmm on 502
EBP,KBA-400,RiskRelatedSpecificrisks.CHANGES,KBA-502,AssertionLevelRisk.CHANGES,renders_section_client_side,,"parallel to RelevantAssertion; INFERRED, not isolated live"
EBP,AUD-100,AuditAreas.OTHREV,KBA-400,Scoping.OTHREV,spawns_scoping_row,area_selected,"row objectKey==area key; immediate, no submit"
EBP,KBA-400,Scoping.OTHREV,KBA-400,Scoping.OTHREV.SigClassTans,contains_toggle,,
EBP,KBA-400,Scoping.OTHREV,KBA-400,Scoping.OTHREV.MaterialAccount,contains_toggle,,
EBP,KBA-400,Scoping.OTHREV,KBA-400,Scoping.OTHREV.SigDisclosure,contains_toggle,,
EBP,KBA-400,Scoping.OTHREV,KBA-400,Scoping.OTHREV.SigAcctEst,contains_toggle,,
EBP,KBA-400,Scoping.OTHREV,KBA-400,Scoping.OTHREV.SigFraudRisk,contains_toggle,,
EBP,KBA-400,Scoping.OTHREV,KBA-400,Scoping.OTHREV.substantivetesting,contains_toggle,,
EBP,KBA-400,Scoping.OTHREV.SigClassTans,KBA-400,AuditareaRelevantAssertions.OTHREV,spawns_row,NOTDASH,isolated-confirmed OR trigger (NPO)
EBP,KBA-400,Scoping.OTHREV.MaterialAccount,KBA-400,AuditareaRelevantAssertions.OTHREV,co_feeds_row,NOTDASH,OR-trigger; unisolated
EBP,KBA-400,Scoping.OTHREV.SigDisclosure,KBA-400,SigDisclosures.OTHREV,spawns_row,NOTDASH,
EBP,KBA-400,Scoping.OTHREV.SigAcctEst,KBA-400,RiskRelatedSpecificrisks.OTHREV,spawns_row,NOTDASH,
EBP,KBA-400,Scoping.OTHREV.SigFraudRisk,KBA-400,RiskRelatedSpecificrisks.OTHREV,co_feeds_row,NOTDASH,OR-trigger; unisolated
EBP,KBA-400,Scoping.OTHREV.substantivetesting,AUD-8xx,program.OTHREV,recommends_program,NOTDASH,program-side; AUD-808
EBP,KBA-400,AuditareaRelevantAssertions.OTHREV,KBA-502,RelevantAssertion.OTHREV,renders_section_client_side,assertion_picked,"CLIENT RENDER ONLY - 502 UI shows only KBA-400-picked assertions; nothing stored on 502. audit_type=EBP; cascade structure TEMPLATED from NPO live-capture, NOT re-verified live for this title"
EBP,KBA-502,RelevantAssertion.OTHREV,KBA-502,RelevantAssertion.OTHREV.EO,assertion_row,shown_if_picked,write surface: selected/ir/cr/rmm on 502
EBP,KBA-502,RelevantAssertion.OTHREV,KBA-502,RelevantAssertion.OTHREV.RO,assertion_row,shown_if_picked,write surface: selected/ir/cr/rmm on 502
EBP,KBA-502,RelevantAssertion.OTHREV,KBA-502,RelevantAssertion.OTHREV.CO,assertion_row,shown_if_picked,write surface: selected/ir/cr/rmm on 502
EBP,KBA-502,RelevantAssertion.OTHREV,KBA-502,RelevantAssertion.OTHREV.AV,assertion_row,shown_if_picked,write surface: selected/ir/cr/rmm on 502
EBP,KBA-502,RelevantAssertion.OTHREV,KBA-502,RelevantAssertion.OTHREV.CU,assertion_row,shown_if_picked,write surface: selected/ir/cr/rmm on 502
EBP,KBA-502,RelevantAssertion.OTHREV,KBA-502,RelevantAssertion.OTHREV.UC,assertion_row,shown_if_picked,write surface: selected/ir/cr/rmm on 502
EBP,KBA-400,RiskRelatedSpecificrisks.OTHREV,KBA-502,AssertionLevelRisk.OTHREV,renders_section_client_side,,"parallel to RelevantAssertion; INFERRED, not isolated live"
EBP,AUD-100,AuditAreas.JE2,KBA-400,Scoping.JE2,spawns_scoping_row,area_selected,"row objectKey==area key; immediate, no submit"
EBP,KBA-400,Scoping.JE2,KBA-400,Scoping.JE2.SigClassTans,contains_toggle,,
EBP,KBA-400,Scoping.JE2,KBA-400,Scoping.JE2.MaterialAccount,contains_toggle,,
EBP,KBA-400,Scoping.JE2,KBA-400,Scoping.JE2.SigDisclosure,contains_toggle,,
EBP,KBA-400,Scoping.JE2,KBA-400,Scoping.JE2.SigAcctEst,contains_toggle,,
EBP,KBA-400,Scoping.JE2,KBA-400,Scoping.JE2.SigFraudRisk,contains_toggle,,
EBP,KBA-400,Scoping.JE2,KBA-400,Scoping.JE2.substantivetesting,contains_toggle,,
EBP,KBA-400,Scoping.JE2.SigClassTans,KBA-400,AuditareaRelevantAssertions.JE2,spawns_row,NOTDASH,isolated-confirmed OR trigger (NPO)
EBP,KBA-400,Scoping.JE2.MaterialAccount,KBA-400,AuditareaRelevantAssertions.JE2,co_feeds_row,NOTDASH,OR-trigger; unisolated
EBP,KBA-400,Scoping.JE2.SigDisclosure,KBA-400,SigDisclosures.JE2,spawns_row,NOTDASH,
EBP,KBA-400,Scoping.JE2.SigAcctEst,KBA-400,RiskRelatedSpecificrisks.JE2,spawns_row,NOTDASH,
EBP,KBA-400,Scoping.JE2.SigFraudRisk,KBA-400,RiskRelatedSpecificrisks.JE2,co_feeds_row,NOTDASH,OR-trigger; unisolated
EBP,KBA-400,Scoping.JE2.substantivetesting,AUD-8xx,program.JE2,recommends_program,NOTDASH,program-side; AUD-812
EBP,KBA-400,AuditareaRelevantAssertions.JE2,KBA-502,RelevantAssertion.JE2,renders_section_client_side,assertion_picked,"CLIENT RENDER ONLY - 502 UI shows only KBA-400-picked assertions; nothing stored on 502. audit_type=EBP; cascade structure TEMPLATED from NPO live-capture, NOT re-verified live for this title"
EBP,KBA-502,RelevantAssertion.JE2,KBA-502,RelevantAssertion.JE2.EO,assertion_row,shown_if_picked,write surface: selected/ir/cr/rmm on 502
EBP,KBA-502,RelevantAssertion.JE2,KBA-502,RelevantAssertion.JE2.RO,assertion_row,shown_if_picked,write surface: selected/ir/cr/rmm on 502
EBP,KBA-502,RelevantAssertion.JE2,KBA-502,RelevantAssertion.JE2.CO,assertion_row,shown_if_picked,write surface: selected/ir/cr/rmm on 502
EBP,KBA-502,RelevantAssertion.JE2,KBA-502,RelevantAssertion.JE2.AV,assertion_row,shown_if_picked,write surface: selected/ir/cr/rmm on 502
EBP,KBA-502,RelevantAssertion.JE2,KBA-502,RelevantAssertion.JE2.CU,assertion_row,shown_if_picked,write surface: selected/ir/cr/rmm on 502
EBP,KBA-502,RelevantAssertion.JE2,KBA-502,RelevantAssertion.JE2.UC,assertion_row,shown_if_picked,write surface: selected/ir/cr/rmm on 502
EBP,KBA-400,RiskRelatedSpecificrisks.JE2,KBA-502,AssertionLevelRisk.JE2,renders_section_client_side,,"parallel to RelevantAssertion; INFERRED, not isolated live"
EBP,AUD-100,AuditAreas.RPTRNS2,KBA-400,Scoping.RPTRNS2,spawns_scoping_row,area_selected,"row objectKey==area key; immediate, no submit"
EBP,KBA-400,Scoping.RPTRNS2,KBA-400,Scoping.RPTRNS2.SigClassTans,contains_toggle,,
EBP,KBA-400,Scoping.RPTRNS2,KBA-400,Scoping.RPTRNS2.MaterialAccount,contains_toggle,,
EBP,KBA-400,Scoping.RPTRNS2,KBA-400,Scoping.RPTRNS2.SigDisclosure,contains_toggle,,
EBP,KBA-400,Scoping.RPTRNS2,KBA-400,Scoping.RPTRNS2.SigAcctEst,contains_toggle,,
EBP,KBA-400,Scoping.RPTRNS2,KBA-400,Scoping.RPTRNS2.SigFraudRisk,contains_toggle,,
EBP,KBA-400,Scoping.RPTRNS2,KBA-400,Scoping.RPTRNS2.substantivetesting,contains_toggle,,
EBP,KBA-400,Scoping.RPTRNS2.SigClassTans,KBA-400,AuditareaRelevantAssertions.RPTRNS2,spawns_row,NOTDASH,isolated-confirmed OR trigger (NPO)
EBP,KBA-400,Scoping.RPTRNS2.MaterialAccount,KBA-400,AuditareaRelevantAssertions.RPTRNS2,co_feeds_row,NOTDASH,OR-trigger; unisolated
EBP,KBA-400,Scoping.RPTRNS2.SigDisclosure,KBA-400,SigDisclosures.RPTRNS2,spawns_row,NOTDASH,
EBP,KBA-400,Scoping.RPTRNS2.SigAcctEst,KBA-400,RiskRelatedSpecificrisks.RPTRNS2,spawns_row,NOTDASH,
EBP,KBA-400,Scoping.RPTRNS2.SigFraudRisk,KBA-400,RiskRelatedSpecificrisks.RPTRNS2,co_feeds_row,NOTDASH,OR-trigger; unisolated
EBP,KBA-400,Scoping.RPTRNS2.substantivetesting,AUD-8xx,program.RPTRNS2,recommends_program,NOTDASH,program-side; AUD-813
EBP,KBA-400,AuditareaRelevantAssertions.RPTRNS2,KBA-502,RelevantAssertion.RPTRNS2,renders_section_client_side,assertion_picked,"CLIENT RENDER ONLY - 502 UI shows only KBA-400-picked assertions; nothing stored on 502. audit_type=EBP; cascade structure TEMPLATED from NPO live-capture, NOT re-verified live for this title"
EBP,KBA-502,RelevantAssertion.RPTRNS2,KBA-502,RelevantAssertion.RPTRNS2.EO,assertion_row,shown_if_picked,write surface: selected/ir/cr/rmm on 502
EBP,KBA-502,RelevantAssertion.RPTRNS2,KBA-502,RelevantAssertion.RPTRNS2.RO,assertion_row,shown_if_picked,write surface: selected/ir/cr/rmm on 502
EBP,KBA-502,RelevantAssertion.RPTRNS2,KBA-502,RelevantAssertion.RPTRNS2.CO,assertion_row,shown_if_picked,write surface: selected/ir/cr/rmm on 502
EBP,KBA-502,RelevantAssertion.RPTRNS2,KBA-502,RelevantAssertion.RPTRNS2.AV,assertion_row,shown_if_picked,write surface: selected/ir/cr/rmm on 502
EBP,KBA-502,RelevantAssertion.RPTRNS2,KBA-502,RelevantAssertion.RPTRNS2.CU,assertion_row,shown_if_picked,write surface: selected/ir/cr/rmm on 502
EBP,KBA-502,RelevantAssertion.RPTRNS2,KBA-502,RelevantAssertion.RPTRNS2.UC,assertion_row,shown_if_picked,write surface: selected/ir/cr/rmm on 502
EBP,KBA-400,RiskRelatedSpecificrisks.RPTRNS2,KBA-502,AssertionLevelRisk.RPTRNS2,renders_section_client_side,,"parallel to RelevantAssertion; INFERRED, not isolated live"
EBP,AUD-100,AuditAreas.AUD815,KBA-400,Scoping.AUD815,spawns_scoping_row,area_selected,"row objectKey==area key; immediate, no submit"
EBP,KBA-400,Scoping.AUD815,KBA-400,Scoping.AUD815.SigClassTans,contains_toggle,,
EBP,KBA-400,Scoping.AUD815,KBA-400,Scoping.AUD815.MaterialAccount,contains_toggle,,
EBP,KBA-400,Scoping.AUD815,KBA-400,Scoping.AUD815.SigDisclosure,contains_toggle,,
EBP,KBA-400,Scoping.AUD815,KBA-400,Scoping.AUD815.SigAcctEst,contains_toggle,,
EBP,KBA-400,Scoping.AUD815,KBA-400,Scoping.AUD815.SigFraudRisk,contains_toggle,,
EBP,KBA-400,Scoping.AUD815,KBA-400,Scoping.AUD815.substantivetesting,contains_toggle,,
EBP,KBA-400,Scoping.AUD815.SigClassTans,KBA-400,AuditareaRelevantAssertions.AUD815,spawns_row,NOTDASH,isolated-confirmed OR trigger (NPO)
EBP,KBA-400,Scoping.AUD815.MaterialAccount,KBA-400,AuditareaRelevantAssertions.AUD815,co_feeds_row,NOTDASH,OR-trigger; unisolated
EBP,KBA-400,Scoping.AUD815.SigDisclosure,KBA-400,SigDisclosures.AUD815,spawns_row,NOTDASH,
